Area|Estimate!!Total:!!Asia:!!South Central Asia:!!Iran|Estimate!!Total:!!Asia:!!Eastern Asia:!!Korea|Estimate!!Total:
57660|0|0|0
57661|0|0|0
57701|8|29|950
57702|0|12|782
57703|0|103|402
57706|0|0|188
57714|0|0|0
57716|0|0|0
57717|0|0|94
57718|0|12|246
57719|0|0|170
57720|0|0|16
57722|0|0|2
57724|0|0|0
57725|0|0|0
57730|0|8|106
57732|0|0|34
57735|0|0|5
57737|0|0|0
57738|0|0|0
57741|0|0|0
57744|0|1|5
57745|0|0|94
57747|0|0|130
57748|0|0|4
57750|0|0|0
57751|0|0|107
57752|0|0|21
57754|0|0|16
57755|0|0|0
57756|0|0|0
57758|0|0|0
57759|0|0|69
57760|0|0|10
57761|0|9|194
57762|0|0|9
57763|0|0|9
57764|0|0|0
57766|0|0|0
57767|0|0|0
57769|0|0|5
57770|0|0|0
57772|0|0|0
57773|0|0|9
57775|0|0|0
57776|0|0|0
57779|0|0|0
57780|0|0|0
57782|0|0|0
57783|0|27|498
57785|0|12|291
57787|0|0|0
57788|0|0|0
57790|0|0|12
57791|0|0|11
57792|0|0|0
57793|0|0|18
57794|0|0|0
57799|0|13|25
58001|0|0|0
58002|0|0|0
58004|0|0|1
58005|0|0|10
58006|0|0|1
58007|0|0|0
58008|0|0|0
58009|0|0|0
58011|0|0|0
58012|0|0|34
58013|0|0|0
58015|0|0|0
58016|0|0|0
58017|0|0|3
58018|0|0|4
58021|0|0|19
58027|0|0|25
58029|0|0|0
58030|0|0|8
58031|0|0|0
58032|0|0|6
58033|0|0|9
58035|0|0|2
58036|0|0|36
58038|0|0|0
58040|6|0|92
58041|0|0|3
58042|0|0|14
58043|0|0|1
58045|0|0|50
58046|0|0|19
58047|0|0|60
58048|0|0|1
58049|0|0|1
58051|0|0|0
58052|0|0|0
58053|0|0|0
58054|0|0|107
58056|0|0|0
58057|0|0|9
58058|0|0|5
58059|0|1|34
58060|0|0|39
58061|0|0|0
58062|0|0|6
58063|0|0|0
58064|0|0|9
58065|0|0|0
58067|0|0|1
58068|0|0|20
58069|0|0|22
58071|0|0|0
58072|0|0|221
58074|0|0|0
58075|0|13|66
58076|0|5|9
58077|0|0|6
58078|0|94|1656
58079|0|0|0
58081|0|0|11
58102|86|14|1526
58103|0|47|8204
58104|30|146|2637
58105|0|0|55
58201|152|157|2611
58202|3|24|122
58203|51|34|1405
58204|0|0|104
58205|0|0|12
58210|0|0|2
58212|0|0|18
58214|0|0|6
58216|0|0|32
58218|0|0|9
58219|0|0|0
58220|0|0|72
58222|0|0|2
58223|0|0|0
58224|0|0|0
58225|0|0|1
58227|0|0|11
58228|0|0|39
58229|0|0|1
58230|0|0|7
58231|0|0|12
58233|0|0|9
58235|0|0|0
58236|0|0|0
58237|0|0|220
58238|0|0|0
58239|0|0|0
58240|0|1|20
58241|0|0|0
58243|0|0|44
58244|0|0|4
58249|0|0|12
58250|0|0|13
58251|0|0|53
58254|0|0|1
58255|0|0|0
58256|0|8|8
58257|0|0|40
58258|0|0|0
58259|0|0|27
58260|0|0|11
58261|0|0|13
58262|0|0|7
58265|0|0|80
58266|0|0|0
58267|0|0|0
58269|0|0|18
58270|0|0|37
58271|0|0|25
58272|0|0|4
58273|0|0|0
58274|0|0|0
58275|0|0|22
58276|0|0|15
58277|0|0|0
58278|0|0|28
58281|0|0|0
58282|0|0|73
58301|0|0|352
58310|0|0|0
58311|0|0|3
58313|0|0|0
58316|0|0|12
58317|0|0|0
58318|0|0|162
58321|0|0|7
58323|0|0|2
58324|0|0|84
58325|0|0|0
58327|0|0|4
58329|0|0|14
58330|0|1|73
58331|0|0|0
58332|0|0|3
58335|0|0|3
58338|0|0|0
58339|0|0|0
58341|0|8|21
58343|0|0|1
58344|0|0|67
58345|0|0|2
58346|0|0|12
58348|0|0|3
58351|0|0|0
58352|0|0|19
58353|0|0|0
58355|0|0|2
58356|0|0|13
58357|0|0|4
58361|0|0|0
58362|0|0|0
58363|0|0|0
58365|0|0|0
58366|0|0|24
58367|0|0|9
58368|0|0|40
58369|0|0|0
58370|0|0|6
58372|0|0|0
58374|0|0|2
58377|0|0|11
58379|0|0|0
58380|0|0|0
58381|0|0|27
58382|0|0|0
58384|0|0|0
58385|0|0|15
58386|0|0|0
58401|0|5|344
58402|0|0|0
58405|0|4|53
58413|0|7|23
58415|0|0|0
58416|0|7|7
58418|0|0|0
58420|0|0|3
58421|0|0|0
58422|0|0|0
58423|0|0|0
58424|0|0|2
58425|0|0|40
58426|0|0|0
58428|0|0|0
58429|0|0|8
58430|0|0|0
58431|0|0|0
58433|0|2|8
58436|0|0|12
58438|0|0|4
58439|0|0|0
58440|0|0|0
58441|0|0|6
58442|0|0|11
58443|0|0|0
58444|0|0|0
58445|0|0|1
58448|0|0|0
58451|0|0|0
58452|0|0|0
58454|0|0|4
58455|0|0|11
58456|0|0|3
58458|0|0|0
58460|0|0|0
58461|0|0|2
58463|0|0|0
58464|0|0|0
58466|0|0|12
58467|0|0|5
58472|0|0|0
58474|0|0|96
58475|0|0|0
58476|0|0|0
58477|0|0|1
58478|0|0|0
58479|0|0|0
58480|0|0|0
58481|0|0|13
58482|0|0|15
58483|0|0|27
58484|0|0|5
58486|0|0|0
58487|0|0|9
58488|0|0|7
58490|0|0|0
58492|0|0|8
58494|0|0|1
58495|0|0|50
58496|0|0|0
58497|0|0|0
58501|0|0|1053
58503|0|10|1106
58504|0|12|338
58505|0|0|0
58520|0|0|0
58521|0|0|0
58523|0|0|65
58524|0|0|0
58528|0|0|0
58529|0|0|9
58530|0|1|5
58531|0|0|0
58532|0|0|0
58533|0|0|32
58535|0|0|0
58538|0|0|0
58540|0|0|41
58541|0|0|1
58542|0|0|0
58544|0|0|0
58545|0|0|132
58549|0|0|0
58552|0|0|38
58554|0|0|482
58558|0|0|20
58559|0|0|0
58560|0|0|0
58561|0|0|13
58562|0|0|1
58563|0|1|48
58564|0|0|0
58565|0|0|8
58566|0|0|0
58568|0|0|0
58569|0|0|0
58570|0|0|1
58571|0|0|0
58572|0|0|0
58573|0|0|0
58575|0|1|32
58576|0|0|31
58577|0|0|14
58579|0|0|1
58580|0|0|0
58581|0|0|4
58601|0|15|1096
58620|0|0|2
58621|0|0|20
58622|0|0|40
58623|0|0|24
58625|0|0|10
58626|0|0|6
58627|0|0|2
58630|0|0|0
58631|0|0|0
58632|0|0|0
58634|0|0|0
58636|0|0|32
58638|0|0|2
58639|0|0|30
58640|0|0|98
58641|0|0|0
58642|0|0|0
58643|0|0|0
58644|0|0|0
58645|0|0|7
58646|0|0|15
58647|0|0|0
58649|0|0|0
58650|0|0|0
58651|0|0|4
58652|0|2|52
58653|0|0|0
58654|0|0|1
58655|0|0|0
58656|0|0|9
58701|0|9|1565
58703|0|20|781
58704|0|0|233
58705|0|0|0
58707|0|2|75
58710|0|0|1
58711|0|0|0
58712|0|0|0
58713|0|0|0
58716|0|0|0
58718|0|0|39
58721|0|0|16
58722|0|0|42
58723|0|0|0
58725|0|2|16
58727|0|0|4
58730|0|0|1
58731|0|2|26
58733|0|0|5
58734|0|0|0
58735|0|0|3
58736|0|0|2
58737|0|0|24
58740|0|0|6
58741|0|0|8
58744|0|0|0
58746|0|0|17
58748|0|0|1
58750|0|0|1
58752|0|0|15
58755|0|0|0
58756|0|0|0
58757|0|0|18
58758|0|0|13
58759|0|0|6
58760|0|0|27
58761|0|0|1
58762|0|0|0
58763|0|0|111
58765|0|0|17
58768|0|0|0
58769|0|0|1
58770|0|0|14
58771|0|0|14
58772|0|0|17
58773|0|0|7
58775|0|0|2
58776|0|0|36
58778|0|6|6
58779|0|0|6
58781|0|0|0
58782|0|0|5
58783|0|0|5
58784|0|0|89
58785|0|0|47
58787|0|0|4
58788|0|0|20
58789|0|1|10
58790|0|0|7
58792|0|0|0
58793|0|0|15
58794|0|0|0
58795|0|0|0
58801|0|56|3086
58830|0|0|9
58831|0|0|15
58833|0|0|1
58835|0|0|61
58838|0|0|0
58843|0|0|0
58844|0|0|5
58845|0|0|16
58847|0|0|12
58849|0|0|15
58852|0|0|3
58853|0|0|0
58854|0|0|342
58856|0|0|3
59001|0|0|34
59002|0|0|0
59003|0|0|15
59006|0|0|0
59007|0|0|0
59008|0|0|4
59010|0|0|0
59011|0|0|22
59012|0|0|3
59013|0|0|0
59014|0|0|1
59015|0|0|5
59016|0|0|3
59018|0|3|16
59019|0|0|17
59020|0|0|8
59022|0|0|0
59024|0|0|7
59025|0|0|0
59026|0|0|0
59027|0|0|37
59028|0|0|15
59029|0|0|6
59030|0|0|140
59031|0|0|0
59032|0|0|10
59033|0|0|3
59034|0|0|22
59035|0|0|0
59036|0|0|14
59037|0|0|0
59038|0|0|0
59039|0|0|0
59041|0|0|7
59043|0|0|0
59044|0|0|127
59046|0|0|3
59047|0|24|229
59050|0|0|0
59052|0|0|1
59053|0|0|0
59054|0|0|0
59055|0|0|6
59057|0|0|0
59058|0|0|0
59059|0|0|0
59061|0|0|3
59062|0|0|0
59063|0|0|0
59064|0|0|0
59065|0|0|2
59066|0|0|2
59067|0|0|0
59068|0|0|68
59069|0|0|5
59070|0|0|7
59071|0|0|0
59072|0|0|74
59074|0|0|12
59075|0|0|14
59076|0|0|0
59077|0|0|0
59078|0|0|0
59079|0|0|27
59081|0|0|0
59082|0|0|0
59083|0|0|0
59085|0|0|11
59086|0|0|12
59087|0|0|12
59088|0|0|13
59089|0|0|2
59101|29|19|781
59102|0|21|1295
59105|0|39|549
59106|3|0|321
59201|0|11|121
59211|0|0|0
59212|0|0|0
59213|0|0|0
59214|0|0|0
59215|0|0|5
59217|0|0|0
59218|0|0|0
59219|0|0|0
59221|0|0|14
59222|0|0|5
59223|0|0|0
59225|0|0|10
59226|0|0|26
59230|0|6|53
59231|0|0|0
59240|0|0|0
59241|0|0|0
59242|0|0|0
59243|0|0|0
59244|0|0|0
59247|0|0|2
59248|0|0|6
59250|0|0|0
59252|0|0|1
59253|0|5|5
59254|0|0|60
59255|0|0|4
59256|0|0|5
59257|0|0|0
59258|0|0|2
59259|0|0|14
59260|0|0|2
59261|0|0|0
59262|0|0|9
59263|0|0|16
59270|0|0|349
59273|0|0|0
59274|0|0|23
59275|0|0|6
59276|0|0|0
59301|0|2|211
59311|0|0|0
59312|0|0|0
59313|0|0|12
59314|0|0|7
59315|0|0|0
59316|0|0|0
59317|0|0|0
59318|0|0|0
59319|0|0|0
59322|0|0|0
59323|0|0|97
59324|0|0|5
59326|0|15|21
59327|0|0|37
59330|0|0|131
59332|0|0|0
59333|0|0|0
59336|0|0|2
59337|0|0|0
59338|0|0|0
59339|0|0|1
59343|0|0|0
59344|0|0|8
59345|0|0|0
59347|0|0|0
59349|7|0|53
59351|0|0|0
59353|0|0|38
59354|0|0|0
59401|0|0|266
59404|16|0|625
59405|0|16|554
59410|0|0|10
59411|0|0|11
59412|0|3|34
59414|0|0|8
59416|0|0|7
59417|0|0|112
59418|0|0|4
59419|0|0|0
59420|0|0|5
59421|0|0|5
59422|0|0|16
59424|0|0|0
59425|0|0|62
59427|0|0|51
59430|0|0|2
59432|0|0|6
59433|0|0|1
59434|0|0|5
59435|0|0|0
59436|0|0|15
59440|0|0|2
59441|0|0|0
59442|0|0|3
59443|0|0|16
59444|0|0|1
59446|0|0|7
59447|0|0|3
59448|0|0|2
59450|0|0|7
59451|0|0|0
59452|0|0|13
59453|0|0|0
59454|0|0|2
59456|0|0|0
59457|0|52|202
59460|0|0|0
59461|0|0|0
59462|0|0|1
59463|0|0|0
59464|0|0|0
59465|0|0|0
59466|0|0|6
59467|0|0|0
59468|0|0|0
59469|0|0|1
59471|0|0|8
59472|0|0|2
59474|0|0|77
59477|0|0|0
59479|0|0|3
59480|0|0|12
59482|0|0|20
59483|0|0|25
59484|0|0|11
59485|0|0|22
59486|0|0|75
59487|0|0|0
59489|0|0|0
59501|0|0|202
59520|0|0|28
59521|0|0|6
59522|0|0|3
59523|0|0|4
59524|0|0|8
59525|0|0|3
59526|0|0|15
59527|0|0|19
59528|0|0|5
59529|0|0|0
59530|0|0|0
59531|0|0|0
59532|0|0|0
59535|0|0|0
59537|0|0|3
59538|0|23|89
59540|0|0|0
59542|0|0|5
59544|0|0|15
59545|0|0|5
59546|0|0|0
59547|0|0|0
59601|16|73|294
59602|0|6|559
59623|0|0|0
59625|0|0|0
59631|0|16|16
59632|0|0|0
59633|0|0|0
59634|0|0|79
59635|0|0|187
59636|0|0|0
59638|0|0|2
59639|0|0|5
59640|0|0|0
59642|0|0|0
59643|0|0|0
59644|0|0|88
59645|0|0|65
59647|0|0|0
59648|0|0|9
59701|2|9|471
59710|0|0|6
59711|47|0|206
59713|0|0|1
59714|0|14|337
59715|23|30|2091
59716|0|0|220
59718|0|34|1131
59720|0|0|27
59721|0|0|0
59722|0|0|78
59724|0|0|0
59725|0|0|144
59727|0|0|7
59728|0|0|0
59729|0|0|58
59730|0|0|38
59731|0|0|0
59732|0|0|33
59733|0|0|14
59735|0|0|3
59736|0|0|4
59739|0|0|0
59740|0|0|0
59741|0|5|79
59743|0|0|0
59745|0|0|0
59746|2|0|5
59747|0|0|2
59748|0|0|0
59749|0|0|21
59750|0|0|1
59751|0|0|0
59752|0|0|28
59754|0|0|16
59755|0|0|13
59756|0|0|0
59758|0|0|153
59759|0|0|75
59760|0|0|0
59761|0|0|2
59762|0|0|14
59801|0|0|1132
59802|0|43|635
59803|0|26|389
59804|0|43|374
59808|0|5|585
59812|0|6|56
59820|0|0|19
59821|0|0|29
59823|0|0|44
59824|0|0|22
59825|0|0|21
59826|0|0|21
59827|0|0|0
59828|0|0|38
59829|0|0|47
59830|0|0|0
59831|0|0|20
59832|1|0|16
59833|0|3|118
59834|0|0|0
59837|0|0|0
59840|0|0|439
59841|0|0|6
59842|0|0|0
59843|0|0|16
59844|0|0|4
59845|0|0|46
59846|0|0|0
59847|0|2|106
59848|0|0|0
59851|0|0|0
59853|0|0|11
59854|0|0|5
59855|0|0|9
59856|0|0|0
59858|0|6|37
59859|0|0|40
59860|0|0|389
59863|0|0|0
59864|0|0|138
59865|0|0|64
59866|0|0|0
59867|0|0|0
59868|0|0|146
59870|0|0|180
59871|0|0|0
59872|0|0|50
59873|0|0|32
59874|0|0|31
59875|0|0|31
59901|0|32|1692
59910|0|0|19
59911|0|0|327
59912|0|0|291
59913|0|0|0
59914|0|0|12
59915|0|0|0
59916|0|0|0
59917|0|0|375
59918|0|0|16
59919|0|0|0
59920|0|0|62
59922|0|0|64
59923|0|0|191
59925|0|0|30
59926|0|0|0
59927|0|0|0
59928|0|0|9
59929|0|0|0
59930|0|0|43
59931|0|0|13
59932|0|0|0
59933|0|0|0
59934|0|0|24
59935|0|0|32
59936|0|0|0
59937|0|0|381
60002|0|54|1348
60004|16|492|9287
60005|21|196|7805
60007|120|339|7603
60008|0|246|6074
60010|51|804|7455
60012|6|4|765
60013|0|118|1989
60014|0|48|4419
60015|25|256|3903
60016|67|750|24058
60018|0|40|11547
60020|0|0|776
60021|0|64|572
60022|0|26|613
60025|65|1667|11053
60026|0|559|2866
60029|0|8|111
60030|63|99|3793
60031|77|210|5667
60033|0|0|2241
60034|0|0|72
60035|36|79|3480
60040|0|3|1324
60041|0|0|746
60042|0|16|1019
60043|3|5|148
60044|44|26|1440
60045|41|153|2681
60046|43|81|3984
60047|16|439|7990
60048|0|48|3106
60050|0|37|2308
60051|0|97|1116
60053|121|444|9148
60056|117|721|17388
60060|22|237|10708
60061|64|714|8720
60062|157|1844|9303
60064|0|13|3849
60067|47|578|7757
60068|13|93|5656
60069|17|187|1823
60070|107|160|6079
60071|0|0|146
60072|0|0|16
60073|0|231|15093
60074|29|494|11120
60075|0|0|0
60076|20|423|12246
60077|132|320|11941
60081|0|0|289
60083|0|50|1522
60084|0|0|2077
60085|42|40|24192
60087|0|49|6149
60088|0|0|783
60089|58|1289|14548
60090|53|1059|16956
60091|108|468|4108
60093|5|69|2282
60096|0|0|303
60097|0|17|404
60098|0|28|3397
60099|0|17|4639
60101|0|127|12186
60102|13|244|4038
60103|16|48|8096
60104|0|0|2020
60106|10|65|5723
60107|0|313|11814
60108|0|146|4144
60109|0|0|16
60110|0|73|11214
60111|0|0|0
60112|0|0|260
60113|0|0|32
60115|0|54|4587
60118|0|75|1830
60119|0|2|120
60120|25|134|16839
60123|0|84|10223
60124|0|136|2710
60126|27|74|4722
60129|0|0|0
60130|0|38|1176
60131|40|8|5361
60133|0|133|12054
60134|287|83|1950
60135|0|0|385
60136|0|0|1149
60137|77|21|4453
60139|0|127|11659
60140|0|92|1922
60141|0|0|14
60142|0|235|2669
60143|9|68|2421
60144|0|0|1
60145|0|0|148
60146|0|0|12
60148|68|175|9228
60150|0|0|128
60151|10|3|75
60152|0|0|689
60153|0|28|3681
60154|36|0|2282
60155|0|0|679
60156|0|59|3564
60157|0|0|473
60160|10|0|8746
60162|0|0|1724
60163|0|0|792
60164|0|3|6273
60165|0|0|1815
60169|20|328|12314
60171|0|0|2880
60172|25|89|4936
60173|42|362|6544
60174|0|57|2802
60175|13|177|2134
60176|0|0|5636
60177|0|63|3512
60178|4|20|995
60180|0|0|100
60181|8|19|5296
60183|0|0|0
60184|0|0|488
60185|136|115|9382
60187|103|126|2981
60188|152|105|10970
60189|0|179|3696
60190|0|15|864
60191|0|13|3786
60192|0|435|4537
60193|10|452|9202
60194|13|399|6173
60195|0|0|2306
60201|22|397|6513
60202|30|196|6988
60203|0|0|745
60208|0|8|26
60301|0|139|539
60302|125|59|2591
60304|0|20|1298
60305|54|45|1332
60401|0|0|242
60402|0|30|16097
60403|12|0|1784
60404|26|17|1266
60406|0|0|4955
60407|0|0|3
60408|0|0|80
60409|0|0|3366
60410|0|9|302
60411|0|24|5580
60415|0|6|3514
60416|0|0|119
60417|0|0|581
60418|0|12|1285
60419|0|0|394
60420|0|0|74
60421|0|0|134
60422|26|0|714
60423|0|57|1722
60424|0|0|77
60425|0|0|286
60426|0|16|3268
60428|0|10|547
60429|0|0|449
60430|0|11|917
60431|0|0|1908
60432|0|0|5686
60433|0|0|2741
60435|0|23|7456
60436|0|4|2645
60437|0|0|3
60438|0|54|2806
60439|0|47|3898
60440|0|140|11384
60441|0|29|3139
60442|0|0|354
60443|0|12|979
60444|0|0|70
60445|0|0|1991
60446|0|55|8682
60447|0|0|933
60448|0|0|740
60449|0|0|747
60450|0|0|982
60451|0|19|801
60452|0|0|3262
60453|0|45|10228
60455|0|0|4243
60456|0|0|479
60457|0|0|4493
60458|0|0|3726
60459|0|0|8468
60460|0|0|32
60461|0|18|182
60462|0|317|6479
60463|0|7|1278
60464|46|0|1505
60465|0|38|4680
60466|0|14|935
60467|0|0|3533
60468|0|0|156
60469|0|0|1315
60470|0|0|6
60471|0|27|341
60472|0|0|200
60473|0|10|1269
60474|0|0|0
60475|0|13|699
60476|0|0|77
60477|40|0|3939
60478|0|0|784
60479|0|0|25
60480|15|0|889
60481|0|4|243
60482|0|0|2594
60484|0|0|284
60487|0|12|2822
60490|0|105|4407
60491|0|23|2598
60501|15|0|4535
60502|37|156|4998
60503|16|58|3888
60504|0|79|9223
60505|0|0|21998
60506|0|0|9175
60510|0|25|1478
60511|0|4|30
60512|0|0|0
60513|0|12|1954
60514|52|0|1492
60515|0|32|2539
60516|38|106|3767
60517|0|85|7402
60518|0|12|144
60519|0|0|0
60520|0|13|70
60521|31|41|2610
60523|153|78|2635
60525|0|61|3187
60526|0|0|1030
60527|100|63|5975
60530|0|0|7
60531|0|0|31
60532|0|131|4743
60534|15|0|2475
60536|0|0|0
60537|0|0|14
60538|0|71|2592
60539|0|0|42
60540|55|286|7489
60541|0|0|73
60542|0|0|2261
60543|50|31|4546
60544|0|0|2999
60545|0|0|1282
60546|0|8|1440
60548|0|0|427
60549|0|0|0
60550|0|0|26
60551|0|0|20
60552|0|0|60
60553|0|2|3
60554|0|0|909
60555|28|19|2090
60556|0|0|91
60557|0|0|0
60558|0|0|446
60559|97|52|5916
60560|0|0|1119
60561|0|60|4553
60563|35|231|8636
60564|65|332|12443
60565|9|317|7199
60585|0|18|4013
60586|0|0|4455
60601|63|265|5606
60602|0|0|301
60603|0|33|366
60604|0|9|118
60605|88|100|6730
60606|15|85|875
60607|93|381|5300
60608|88|291|24186
60609|0|183|16128
60610|8|125|5799
60611|70|869|8357
60612|76|189|3463
60613|19|271|8288
60614|66|305|9338
60615|16|235|5169
60616|7|314|19132
60617|0|25|11778
60618|41|264|21268
60619|0|0|1384
60620|0|0|1595
60621|0|0|923
60622|17|156|6598
60623|0|0|23842
60624|0|0|712
60625|54|733|24190
60626|23|142|12812
60628|0|0|1685
60629|0|47|31502
60630|16|227|16846
60631|18|0|4459
60632|0|9|35251
60633|0|0|1601
60634|2|55|25626
60636|0|0|2205
60637|12|78|3960
60638|9|5|13485
60639|0|0|29442
60640|65|317|15682
60641|11|88|22698
60642|22|126|2211
60643|37|26|1394
60644|32|26|2170
60645|131|358|17878
60646|28|563|5121
60647|16|514|14241
60649|0|29|2202
60651|25|0|9085
60652|0|0|8142
60653|0|49|1701
60654|70|188|3337
60655|0|7|950
60656|0|81|10977
60657|131|345|8316
60659|26|158|18859
60660|210|177|12472
60661|107|50|2979
60706|0|0|9591
60707|0|90|10696
60712|120|148|4490
60714|10|640|12917
60803|0|0|2026
60804|0|14|32956
60805|0|13|1838
60827|0|0|559
60901|0|0|2872
60910|0|0|9
60911|0|0|0
60912|0|0|3
60913|0|0|0
60914|0|54|1121
60915|0|0|467
60917|0|0|0
60918|0|0|0
60919|0|0|5
60920|0|0|0
60921|0|0|6
60922|0|0|81
60924|0|0|44
60926|0|0|0
60927|0|0|12
60928|0|0|0
60929|0|0|7
60930|0|0|9
60931|0|0|0
60932|0|0|0
60933|0|0|3
60934|0|0|9
60935|0|0|12
60936|0|0|127
60938|0|1|138
60939|0|0|0
60940|0|0|25
60941|0|0|9
60942|0|9|153
60945|0|0|0
60946|0|0|0
60948|0|0|5
60949|0|0|3
60950|0|0|227
60951|0|0|9
60952|0|0|15
60953|0|0|36
60954|0|0|266
60955|0|0|330
60956|0|1|1
60957|0|0|46
60958|0|0|66
60959|0|0|19
60960|0|0|2
60961|0|0|2
60962|0|0|13
60963|0|0|17
60964|0|4|166
60966|0|0|0
60967|0|0|0
60968|0|0|3
60969|0|0|0
60970|0|8|255
60973|0|0|0
60974|0|0|0
61001|0|0|16
61006|0|3|59
61007|0|0|0
61008|0|79|4031
61010|0|41|232
61011|0|0|139
61012|0|0|331
61013|0|0|8
61014|0|0|27
61015|0|0|0
61016|0|12|276
61018|0|0|0
61019|0|0|26
61020|0|2|145
61021|0|43|667
61024|0|0|23
61025|0|0|64
61027|0|0|0
61028|0|0|11
61030|0|0|26
61031|0|0|36
61032|0|23|612
61036|0|0|325
61037|0|0|0
61038|0|0|0
61039|0|2|4
61041|0|0|3
61042|0|0|25
61043|0|0|3
61044|0|0|0
61046|0|0|36
61047|0|0|9
61048|0|0|70
61049|0|0|7
61050|0|0|48
61051|0|0|1
61052|0|0|7
61053|0|0|65
61054|0|0|57
61057|0|0|0
61059|0|0|0
61060|0|0|0
61061|0|0|32
61062|0|0|38
61063|0|0|5
61064|0|11|135
61065|0|58|402
61067|0|0|7
61068|0|14|1167
61070|0|0|6
61071|0|5|391
61072|17|0|246
61073|0|0|1030
61074|0|0|176
61075|0|0|32
61077|0|0|0
61078|0|0|0
61079|0|0|0
61080|0|0|592
61081|14|0|1052
61084|0|0|43
61085|0|0|37
61087|0|0|15
61088|0|18|78
61089|0|0|14
61091|0|0|0
61101|0|0|1990
61102|0|10|1946
61103|0|6|1437
61104|0|31|2965
61107|11|58|2881
61108|0|14|4694
61109|0|53|3526
61111|0|10|1582
61112|0|0|8
61114|0|11|1644
61115|0|0|846
61201|0|19|4031
61230|0|0|10
61231|0|0|101
61232|0|6|12
61233|0|0|3
61234|0|0|30
61235|0|0|0
61236|0|0|0
61237|0|0|0
61238|0|0|6
61239|0|0|87
61240|0|0|121
61241|0|0|106
61242|0|0|24
61243|0|0|0
61244|18|0|2610
61250|0|3|6
61251|0|0|0
61252|0|0|106
61254|0|25|140
61256|0|0|24
61257|0|0|3
61258|0|0|0
61259|0|0|51
61260|0|0|10
61261|0|0|20
61262|0|0|0
61263|0|0|9
61264|0|0|262
61265|0|31|3991
61270|0|0|132
61272|0|0|6
61273|0|0|9
61274|0|0|0
61275|0|0|88
61276|0|0|0
61277|0|0|16
61278|0|3|23
61279|0|0|3
61281|0|0|45
61282|0|0|564
61283|0|0|6
61284|0|0|6
61285|0|0|33
61301|0|0|671
61310|0|0|74
61311|0|0|0
61312|0|0|2
61313|0|0|0
61314|0|6|11
61315|0|0|0
61316|0|0|10
61317|0|0|10
61318|0|0|2
61319|0|0|0
61320|0|0|8
61321|0|0|19
61322|0|0|241
61323|0|0|1
61324|0|0|0
61325|0|0|14
61326|0|0|14
61327|0|0|5
61328|0|0|0
61329|0|0|32
61330|0|5|16
61331|0|0|0
61332|0|0|0
61333|0|0|0
61334|0|0|6
61335|0|0|12
61336|0|0|6
61337|0|0|8
61338|0|0|0
61340|0|0|7
61341|0|0|243
61342|0|0|682
61344|0|0|12
61345|0|0|31
61346|0|0|0
61348|0|12|153
61349|0|0|5
61350|0|5|534
61353|0|0|9
61354|0|0|397
61356|0|0|415
61358|0|0|4
61359|0|0|14
61360|0|0|37
61361|0|0|0
61362|0|0|314
61363|0|0|5
61364|0|0|607
61367|0|0|8
61368|0|0|24
61369|0|0|65
61370|0|0|20
61371|0|0|0
61372|0|0|0
61373|0|0|14
61374|0|0|0
61375|0|0|21
61376|0|0|21
61377|0|0|38
61378|0|0|12
61379|0|0|6
61401|0|12|1371
61402|0|0|122
61410|0|0|0
61411|0|0|0
61412|0|0|24
61413|0|0|2
61414|0|0|3
61415|0|0|8
61416|0|0|1
61417|0|0|0
61418|0|0|14
61419|0|0|0
61420|0|19|26
61421|0|0|27
61422|0|0|8
61423|0|0|0
61424|0|0|0
61425|0|0|20
61426|0|0|0
61427|0|0|24
61428|0|0|8
61430|5|0|7
61431|0|0|0
61432|0|0|2
61433|0|0|0
61434|0|0|40
61435|0|0|0
61436|0|0|0
61437|0|0|0
61438|0|0|0
61439|0|0|10
61440|0|0|3
61441|0|0|0
61442|0|0|0
61443|0|0|417
61447|0|0|0
61448|0|0|8
61449|0|0|0
61450|0|0|1
61451|0|0|0
61452|0|0|2
61453|0|0|0
61454|0|0|7
61455|0|29|782
61458|0|0|23
61459|0|0|0
61460|0|0|7
61462|0|0|931
61465|0|0|3
61466|0|0|0
61467|0|0|0
61468|0|0|0
61469|0|0|0
61470|0|0|4
61471|0|0|0
61472|0|0|1
61473|0|6|10
61474|0|0|1
61475|0|0|0
61476|0|0|6
61477|0|0|0
61478|0|0|0
61479|0|0|0
61480|0|0|3
61482|0|0|8
61483|0|0|54
61484|0|0|3
61485|0|0|4
61486|0|0|35
61488|0|2|7
61489|0|0|7
61490|0|0|12
61491|0|0|39
61501|0|0|2
61516|0|0|4
61517|0|0|40
61519|0|0|13
61520|0|0|269
61523|0|9|231
61524|0|0|0
61525|33|77|2198
61526|0|0|6
61528|0|21|161
61529|0|0|35
61530|0|0|112
61531|0|0|8
61532|0|0|0
61533|0|0|0
61534|0|0|13
61535|0|78|78
61536|0|0|90
61537|0|0|19
61539|0|0|2
61540|0|0|0
61541|0|0|0
61542|0|0|58
61543|0|0|0
61544|0|0|0
61545|0|0|81
61546|0|0|29
61547|0|0|11
61548|0|23|251
61550|0|19|401
61552|0|0|0
61553|0|0|0
61554|7|0|373
61559|0|0|92
61560|0|0|28
61561|0|0|25
61562|0|0|0
61563|0|0|2
61564|0|0|6
61565|0|0|8
61567|0|0|0
61568|0|0|24
61569|0|0|0
61570|0|0|9
